,id:1-pv_input_voltage,id:1-pv_input_current,id:1-pv_output_voltage,id:1-pv_output_current,id:2-dcdc1_input_voltage,id:2-dcdc1_input_current,id:2-dcdc1_output_voltage,id:2-dcdc1_output_current,id:3-dcdc2_input_voltage,id:3-dcdc2_input_current,id:3-dcdc2_output_voltage,id:3-dcdc2_output_current,id:4-battery_voltage,id:4-battery_soc
199,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
200,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
201,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
202,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
203,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
204,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
205,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
206,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
207,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
208,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
209,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
210,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
211,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
212,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
213,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
214,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
215,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
216,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
217,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
218,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
219,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
220,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
221,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
222,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
223,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
224,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
225,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
226,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
227,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
228,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
229,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
230,39.65,0.01,0.93,0.84,0,0,0,0,0,0,0,0,0,0
231,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
232,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
233,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
234,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
235,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
236,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
237,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
238,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
239,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
240,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
241,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
242,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
243,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
244,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
245,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
246,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
247,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
248,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
249,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
250,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
251,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
252,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
253,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
254,39.65,0.01,0.95,0.82,0,0,0,0,0,0,0,0,0,0
255,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
256,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
257,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
258,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
259,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
260,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
261,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
262,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
263,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
264,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
265,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
266,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
267,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
268,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
269,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
270,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
271,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
272,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
273,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
274,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
275,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
276,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
277,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
278,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
279,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
280,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
281,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
282,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
283,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
284,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
285,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
286,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
287,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
288,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
289,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
290,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
291,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
292,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
293,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
294,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
295,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
296,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
297,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
298,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
299,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
300,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
301,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
302,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
303,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
304,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
305,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
306,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
307,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
308,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
309,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
310,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
311,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
312,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
313,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
314,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
315,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
316,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
317,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
318,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
319,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
320,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
321,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
322,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
323,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
324,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
325,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
326,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
327,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
328,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
329,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
330,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
331,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
332,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
333,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
334,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
335,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
336,39.63,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
337,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
338,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
339,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
340,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
341,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
342,39.65,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0
